AQI index,Dominent pollutant,PM10,PM2.5,,,,,,,,
13,pm10,13,11,,,,,,,,
49,pm10,49,44,,,,,,,,
50,pm10,50,45,,,,,,,,
25,pm10,25,23,,,,,,,,
23,pm25,23,23,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
84,pm10,84,76,,,,,,,,
20,pm25,20,20,,,,,,,,
19,pm25,18,19,,,,,,,,
50,pm10,50,45,,,,,,,,
24,pm10,24,23,,,,,,,,
24,pm25,23,24,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
105,pm25,91,105,,,,,,,,
12,pm10,12,11,,,,,,,,
55,pm10,55,50,,,,,,,,
5,pm25,5,5,,,,,,,,
50,pm10,50,46,,,,,,,,
51,pm25,40,51,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
142,pm10,142,100,,,,,,,,
15,pm25,14,15,,,,,,,,
57,pm10,57,53,,,,,,,,
7,pm25,6,7,,,,,,,,
60,pm25,57,60,,,,,,,,
56,pm25,44,56,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
83,pm10,83,75,,,,,,,,
36,pm25,31,36,,,,,,,,
1,pm25,1,1,,,,,,,,
6,pm25,6,6,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
25,pm25,21,25,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
97,pm10,97,79,,,,,,,,
27,pm10,27,22,,,,,,,,
1,pm25,1,1,,,,,,,,
95,pm25,57,95,,,,,,,,
27,pm25,26,27,,,,,,,,
9,pm10,9,7,,,,,,,,
38,pm10,38,29,,,,,,,,
43,pm25,33,43,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
49,pm25,31,49,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
69,pm10,69,56,,,,,,,,
17,pm25,17,17,,,,,,,,
1,pm25,1,1,,,,,,,,
68,pm25,46,68,,,,,,,,
3,pm10,3,2,,,,,,,,
66,pm25,55,66,,,,,,,,
79,pm25,51,79,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
43,pm25,31,43,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
89,pm10,89,88,,,,,,,,
19,pm25,15,19,,,,,,,,
1,pm25,1,1,,,,,,,,
59,pm25,43,59,,,,,,,,
3,pm10,3,2,,,,,,,,
52,pm10,52,39,,,,,,,,
46,pm25,37,46,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
56,pm25,37,56,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
70,pm25,65,70,,,,,,,,
20,pm25,18,20,,,,,,,,
1,pm25,1,1,,,,,,,,
40,pm25,37,40,,,,,,,,
10,pm10,10,8,,,,,,,,
58,pm25,58,58,,,,,,,,
65,pm25,53,65,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
45,pm25,33,45,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
71,pm10,71,65,,,,,,,,
6,pm25,5,6,,,,,,,,
1,pm25,1,1,,,,,,,,
52,pm25,39,52,,,,,,,,
191,pm25,191,99.5,,,,,,,,
16,pm10,16,12,,,,,,,,
47,pm25,40,47,,,,,,,,
57,pm25,42,57,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
61,pm10,61,52,,,,,,,,
6,pm25,5,6,,,,,,,,
1,pm25,1,1,,,,,,,,
13,pm25,13,13,,,,,,,,
16,pm25,16,2.6,,,,,,,,
14,pm10,14,13,,,,,,,,
14,pm10,14,8,,,,,,,,
12,pm10,12,9,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
55,pm10,55,53,,,,,,,,
14,pm25,14,14,,,,,,,,
1,pm25,1,1,,,,,,,,
22,pm10,22,18,,,,,,,,
20,pm10,20,18,,,,,,,,
48,pm10,48,22,,,,,,,,
13,pm25,13,13,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
53,pm10,53,41,,,,,,,,
24,pm25,24,24,,,,,,,,
1,pm25,1,1,,,,,,,,
52,pm25,46,52,,,,,,,,
52,pm10,52,38,,,,,,,,
79,pm25,73,79,,,,,,,,
94,pm25,65,94,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
135,pm25,122,135,,,,,,,,
24,pm25,22,24,,,,,,,,
1,pm25,1,1,,,,,,,,
65,pm25,55,65,,,,,,,,
56,pm10,56,44,,,,,,,,
119,pm25,72,119,,,,,,,,
92,pm25,59,92,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
66,pm10,66,48,,,,,,,,
15,pm10,15,12,,,,,,,,
1,pm25,1,1,,,,,,,,
49,pm10,49,38,,,,,,,,
25,pm10,25,18,,,,,,,,
55,pm10,55,42,,,,,,,,
22,pm25,18,22,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
53,pm10,53,45,,,,,,,,
16,pm10,16,15,,,,,,,,
1,pm25,1,1,,,,,,,,
44,pm10,44,41,,,,,,,,
52,pm10,52,42,,,,,,,,
74,pm10,74,63,,,,,,,,
53,pm25,47,53,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
25,pm25,21,25,,,,,,,,
20,pm25,18,20,,,,,,,,
1,pm25,1,1,,,,,,,,
31,pm10,31,25,,,,,,,,
25,pm10,25,19,,,,,,,,
28,pm10,28,26,,,,,,,,
28,pm25,25,28,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
22,pm25,19,22,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
124,pm10,124,63,,,,,,,,
22,pm25,22,22,,,,,,,,
1,pm25,1,1,,,,,,,,
22,pm10,22,16,,,,,,,,
33,pm10,33,19,,,,,,,,
36,pm10,36,29,,,,,,,,
30,pm10,30,25,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
15,pm10,15,14,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
89,pm10,89,75,,,,,,,,
19,pm10,19,18,,,,,,,,
1,pm25,1,1,,,,,,,,
67,pm25,53,67,,,,,,,,
35,pm10,35,24,,,,,,,,
60,pm10,60,48,,,,,,,,
37,pm10,37,30,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
32,pm10,32,26,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
54,pm10,54,50,,,,,,,,
16,pm10,16,15,,,,,,,,
1,pm25,1,1,,,,,,,,
67,pm25,53,67,,,,,,,,
15,pm10,15,10,,,,,,,,
52,pm10,52,38,,,,,,,,
23,pm25,20,23,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
33,pm25,26,33,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
64,pm10,64,61,,,,,,,,
14,pm10,14,12,,,,,,,,
1,pm25,1,1,,,,,,,,
67,pm25,53,67,,,,,,,,
37,pm10,37,24,,,,,,,,
66,pm10,66,59,,,,,,,,
59,pm25,51,59,,,,,,,,
91,pm25,65,91,,,,,,,,
36,pm25,23,36,,,,,,,,
60,pm25,45,60,,,,,,,,
1,pm25,1,1,,,,,,,,
35,pm25,23,35,,,,,,,,
41,pm25,37,41,,,,,,,,
32,pm25,27,32,,,,,,,,
74,pm25,63,74,,,,,,,,
18,pm25,12,18,,,,,,,,
98,pm10,98,90,,,,,,,,
11,pm25,10,11,,,,,,,,
61,pm10,61,58,,,,,,,,
67,pm25,53,67,,,,,,,,
16,pm10,16,14,,,,,,,,
50,pm10,50,33,,,,,,,,
38,pm25,30,38,,,,,,,,
91,pm25,65,91,,,,,,,,
17,pm25,12,17,,,,,,,,
24,pm25,21,24,,,,,,,,
42,pm25,41,42,,,,,,,,
40,pm25,31,40,,,,,,,,
57,pm25,44,57,,,,,,,,
27,pm25,20,27,,,,,,,,
54,pm25,42,54,,,,,,,,
31,pm25,24,31,,,,,,,,
85,pm10,85,60,,,,,,,,
10,pm25,10,10,,,,,,,,
60,pm25,56,60,,,,,,,,
67,pm25,53,67,,,,,,,,
22,pm25,22,22,,,,,,,,
11,pm25,11,11,,,,,,,,
25,pm25,15,25,,,,,,,,
34,pm25,24,34,,,,,,,,
91,pm25,65,91,,,,,,,,
50,pm25,42,50,,,,,,,,
41,pm25,28,41,,,,,,,,
73,pm25,48,73,,,,,,,,
29,pm10,29,27,,,,,,,,
102,pm25,59,102,,,,,,,,
41,pm25,28,41,,,,,,,,
91,pm25,58,91,,,,,,,,
40,pm25,29,40,,,,,,,,
48,pm10,48,43,,,,,,,,
5,pm25,5,5,,,,,,,,
74,pm25,58,74,,,,,,,,
67,pm25,53,67,,,,,,,,
25,pm10,25,23,,,,,,,,
97,pm25,59,97,,,,,,,,
103,pm25,77,103,,,,,,,,
91,pm25,65,91,,,,,,,,
43,pm25,37,43,,,,,,,,
50,pm25,35,50,,,,,,,,
56,pm10,56,40,,,,,,,,
42,pm10,42,16,,,,,,,,
78,pm25,69,78,,,,,,,,
53,pm25,36,53,,,,,,,,
83,pm25,60,83,,,,,,,,
69,pm25,44,69,,,,,,,,
90,pm25,76,90,,,,,,,,
8,pm25,8,8,,,,,,,,
37,pm10,37,32,,,,,,,,
67,pm25,53,67,,,,,,,,
31,pm10,31,26,,,,,,,,
68,pm25,49,68,,,,,,,,
38,pm25,29,38,,,,,,,,
91,pm25,65,91,,,,,,,,
18,pm25,10,18,,,,,,,,
12,pm25,9,12,,,,,,,,
46,pm25,34,46,,,,,,,,
20,pm10,20,18,,,,,,,,
43,pm25,36,43,,,,,,,,
12,pm25,9,12,,,,,,,,
47,pm25,36,47,,,,,,,,
18,pm25,12,18,,,,,,,,
58,pm10,58,41,,,,,,,,
6,pm25,5,6,,,,,,,,
65,pm25,56,65,,,,,,,,
67,pm25,53,67,,,,,,,,
188,pm25,158,188,,,,,,,,
23,pm10,23,18,,,,,,,,
60,pm25,58,60,,,,,,,,
42,pm25,36,42,,,,,,,,
91,pm25,65,91,,,,,,,,
51,pm25,37,51,,,,,,,,
60,pm25,46,60,,,,,,,,
55,pm25,48,55,,,,,,,,
24,pm25,22,24,,,,,,,,
60,pm10,60,59,,,,,,,,
63,pm25,43,63,,,,,,,,
68,pm25,58,68,,,,,,,,
65,pm25,46,65,,,,,,,,
134,pm25,108,134,,,,,,,,
15,pm25,11,15,,,,,,,,
50,pm10,50,40,,,,,,,,
67,pm25,53,67,,,,,,,,
8,pm25,8,8,,,,,,,,
33,pm25,33,33,,,,,,,,
53,pm25,45,53,,,,,,,,
70,pm25,57,70,,,,,,,,
91,pm25,65,91,,,,,,,,
47,pm25,34,47,,,,,,,,
28,pm25,21,28,,,,,,,,
45,pm25,35,45,,,,,,,,
27,pm25,26,27,,,,,,,,
60,pm10,60,52,,,,,,,,
47,pm25,30,47,,,,,,,,
57,pm25,53,57,,,,,,,,
43,pm25,29,43,,,,,,,,
62,pm10,62,52,,,,,,,,
15,pm25,12,15,,,,,,,,
68,pm25,55,68,,,,,,,,
67,pm25,53,67,,,,,,,,
40,pm10,40,35,,,,,,,,
131,pm25,75,131,,,,,,,,
109,pm25,77,109,,,,,,,,
91,pm25,65,91,,,,,,,,
65,pm25,54,65,,,,,,,,
47,pm25,34,47,,,,,,,,
84,pm25,55,84,,,,,,,,
47,pm10,47,30,,,,,,,,
91,pm25,64,91,,,,,,,,
78,pm25,51,78,,,,,,,,
93,pm25,52,93,,,,,,,,
66,pm25,45,66,,,,,,,,
8,pm25,3,8,,,,,,,,
16,pm25,13,16,,,,,,,,
79,pm25,70,79,,,,,,,,
67,pm25,53,67,,,,,,,,
25,pm25,24,25,,,,,,,,
73,pm25,54,73,,,,,,,,
125,pm25,100,125,,,,,,,,
91,pm25,65,91,,,,,,,,
84,pm25,57,84,,,,,,,,
84,pm25,56,84,,,,,,,,
117,pm25,75,117,,,,,,,,
37,pm25,31,37,,,,,,,,
128,pm25,82,128,,,,,,,,
104,pm25,60,104,,,,,,,,
121,pm25,83,121,,,,,,,,
105,pm25,61,105,,,,,,,,
76,pm10,76,69,,,,,,,,
16,pm25,13,16,,,,,,,,
30,pm25,27,30,,,,,,,,
67,pm25,53,67,,,,,,,,
9,pm25,8,9,,,,,,,,
29,pm25,24,29,,,,,,,,
30,pm25,27,30,,,,,,,,
91,pm25,65,91,,,,,,,,
18,pm25,12,18,,,,,,,,
13,pm25,10,13,,,,,,,,
24,pm25,21,24,,,,,,,,
27,pm25,27,27,,,,,,,,
41,pm10,41,38,,,,,,,,
23,pm25,15,23,,,,,,,,
37,pm10,37,33,,,,,,,,
19,pm25,13,19,,,,,,,,
76,pm10,76,69,,,,,,,,
16,pm25,12,16,,,,,,,,
26,pm10,26,18,,,,,,,,
67,pm25,53,67,,,,,,,,
14,pm10,14,13,,,,,,,,
34,pm10,34,32,,,,,,,,
53,pm25,37,53,,,,,,,,
91,pm25,65,91,,,,,,,,
28,pm25,23,28,,,,,,,,
29,pm25,21,29,,,,,,,,
31,pm25,22,31,,,,,,,,
32,pm25,29,32,,,,,,,,
52,pm10,52,50,,,,,,,,
1,pm25,1,1,,,,,,,,
56,pm25,32,56,,,,,,,,
42,pm25,27,42,,,,,,,,
76,pm10,76,69,,,,,,,,
5,pm25,5,5,,,,,,,,
29,pm25,21,29,,,,,,,,
67,pm25,53,67,,,,,,,,
11,pm10,11,10,,,,,,,,
25,pm10,25,22,,,,,,,,
36,pm25,31,36,,,,,,,,
91,pm25,65,91,,,,,,,,
38,pm25,25,38,,,,,,,,
30,pm25,21,30,,,,,,,,
20,pm25,11,20,,,,,,,,
37,pm25,29,37,,,,,,,,
82,pm10,82,71,,,,,,,,
1,pm25,1,1,,,,,,,,
75,pm25,45,75,,,,,,,,
42,pm25,27,42,,,,,,,,
76,pm10,76,69,,,,,,,,
9,pm10,9,8,,,,,,,,
51,pm10,51,49,,,,,,,,
67,pm25,53,67,,,,,,,,
14,pm25,14,14,,,,,,,,
54,pm10,54,47,,,,,,,,
27,pm25,26,27,,,,,,,,
91,pm25,65,91,,,,,,,,
16,pm25,11,16,,,,,,,,
24,pm25,20,24,,,,,,,,
58,pm25,46,58,,,,,,,,
15,pm25,14,15,,,,,,,,
40,pm25,35,40,,,,,,,,
1,pm25,1,1,,,,,,,,
45,pm10,45,44,,,,,,,,
38,pm25,27,38,,,,,,,,
89,pm10,89,85,,,,,,,,
11,pm25,11,11,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
12,pm10,12,11,,,,,,,,
58,pm10,58,41,,,,,,,,
27,pm25,26,27,,,,,,,,
91,pm25,65,91,,,,,,,,
56,pm25,51,56,,,,,,,,
25,pm25,21,25,,,,,,,,
39,pm25,36,39,,,,,,,,
27,pm25,18,27,,,,,,,,
70,pm25,69,70,,,,,,,,
51,pm25,33,51,,,,,,,,
80,pm25,61,80,,,,,,,,
41,pm25,29,41,,,,,,,,
91,pm10,91,59,,,,,,,,
19,pm25,14,19,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
12,pm10,12,11,,,,,,,,
22,pm10,22,16,,,,,,,,
91,pm25,65,91,,,,,,,,
16,pm25,10,16,,,,,,,,
15,pm25,12,15,,,,,,,,
23,pm25,19,23,,,,,,,,
23,pm25,16,23,,,,,,,,
52,pm25,37,52,,,,,,,,
27,pm25,18,27,,,,,,,,
60,pm10,60,46,,,,,,,,
19,pm25,13,19,,,,,,,,
70,pm10,70,46,,,,,,,,
32,pm25,24,32,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
16,pm10,16,12,,,,,,,,
27,pm10,27,25,,,,,,,,
91,pm25,65,91,,,,,,,,
11,pm25,8,11,,,,,,,,
10,pm25,9,10,,,,,,,,
27,pm25,19,27,,,,,,,,
26,pm25,16,26,,,,,,,,
39,pm10,39,38,,,,,,,,
10,pm25,8,10,,,,,,,,
37,pm25,33,37,,,,,,,,
11,pm25,9,11,,,,,,,,
70,pm10,70,41,,,,,,,,
14,pm25,12,14,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
13,pm10,13,12,,,,,,,,
29,pm25,27,29,,,,,,,,
91,pm25,65,91,,,,,,,,
19,pm25,13,19,,,,,,,,
10,pm25,9,10,,,,,,,,
29,pm10,29,20,,,,,,,,
30,pm25,19,30,,,,,,,,
40,pm25,36,40,,,,,,,,
10,pm25,8,10,,,,,,,,
52,pm10,52,32,,,,,,,,
13,pm25,11,13,,,,,,,,
88,pm10,88,45,,,,,,,,
17,pm25,13,17,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
15,pm10,15,13,,,,,,,,
40,pm10,40,31,,,,,,,,
91,pm25,65,91,,,,,,,,
42,pm25,31,42,,,,,,,,
26,pm25,20,26,,,,,,,,
50,pm25,45,50,,,,,,,,
32,pm25,20,32,,,,,,,,
58,pm25,58,58,,,,,,,,
40,pm25,27,40,,,,,,,,
62,pm25,50,62,,,,,,,,
35,pm25,25,35,,,,,,,,
103,pm10,103,64,,,,,,,,
10,pm10,10,8,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
1,pm10,1,2,,,,,,,,
15,pm25,14,15,,,,,,,,
53,pm10,53,48,,,,,,,,
91,pm25,65,91,,,,,,,,
21,pm25,14,21,,,,,,,,
22,pm25,19,22,,,,,,,,
50,pm25,44,50,,,,,,,,
29,pm25,20,29,,,,,,,,
52,pm10,52,45,,,,,,,,
38,pm25,27,38,,,,,,,,
59,pm25,58,59,,,,,,,,
33,pm25,25,33,,,,,,,,
103,pm10,103,64,,,,,,,,
10,pm25,8,10,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
1,pm10,1,23,,,,,,,,
8,pm10,8,7,,,,,,,,
19,pm25,18,19,,,,,,,,
91,pm25,65,91,,,,,,,,
19,pm25,14,19,,,,,,,,
16,pm25,13,16,,,,,,,,
35,pm25,29,35,,,,,,,,
25,pm25,16,25,,,,,,,,
41,pm10,41,40,,,,,,,,
22,pm25,17,22,,,,,,,,
43,pm25,36,43,,,,,,,,
24,pm25,17,24,,,,,,,,
103,pm10,103,64,,,,,,,,
14,pm25,13,14,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
1,pm10,1,23,,,,,,,,
16,pm10,16,13,,,,,,,,
38,pm25,32,38,,,,,,,,
91,pm25,65,91,,,,,,,,
19,pm25,14,19,,,,,,,,
16,pm25,13,16,,,,,,,,
35,pm25,29,35,,,,,,,,
32,pm25,18,32,,,,,,,,
41,pm10,41,40,,,,,,,,
22,pm25,17,22,,,,,,,,
43,pm25,36,43,,,,,,,,
24,pm25,17,24,,,,,,,,
103,pm10,103,64,,,,,,,,
9,pm25,8,9,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
1,pm10,1,18,,,,,,,,
13,pm10,13,11,,,,,,,,
21,pm25,17,21,,,,,,,,
91,pm25,65,91,,,,,,,,
19,pm25,14,19,,,,,,,,
16,pm25,13,16,,,,,,,,
35,pm25,29,35,,,,,,,,
18,pm25,11,18,,,,,,,,
41,pm10,41,40,,,,,,,,
22,pm25,17,22,,,,,,,,
43,pm25,36,43,,,,,,,,
24,pm25,17,24,,,,,,,,
103,pm10,103,64,,,,,,,,
26,pm25,18,26,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
25,pm10,25,21,,,,,,,,
79,pm25,53,79,,,,,,,,
91,pm25,65,91,,,,,,,,
30,pm25,20,30,,,,,,,,
24,pm25,18,24,,,,,,,,
32,pm25,29,32,,,,,,,,
29,pm25,20,29,,,,,,,,
53,pm10,53,40,,,,,,,,
34,pm25,21,34,,,,,,,,
60,pm10,60,53,,,,,,,,
35,pm25,23,35,,,,,,,,
103,pm10,103,64,,,,,,,,
18,pm25,16,18,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
2,pm25,1,2,,,,,,,,
18,pm10,18,15,,,,,,,,
80,pm25,52,80,,,,,,,,
91,pm25,65,91,,,,,,,,
59,pm25,47,59,,,,,,,,
33,pm25,26,33,,,,,,,,
37,pm10,37,35,,,,,,,,
35,pm25,24,35,,,,,,,,
83,pm25,63,83,,,,,,,,
49,pm25,33,49,,,,,,,,
92,pm25,67,92,,,,,,,,
58,pm25,41,58,,,,,,,,
103,pm10,103,64,,,,,,,,
4,pm25,4,4,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
9,pm25,9,9,,,,,,,,
35,pm25,34,35,,,,,,,,
91,pm25,65,91,,,,,,,,
23,pm25,13,23,,,,,,,,
22,pm25,16,22,,,,,,,,
42,pm25,23,42,,,,,,,,
16,pm25,14,16,,,,,,,,
63,pm25,51,63,,,,,,,,
22,pm25,15,22,,,,,,,,
62,pm25,53,62,,,,,,,,
30,pm25,20,30,,,,,,,,
103,pm10,103,64,,,,,,,,
9,pm10,9,8,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
22,pm10,22,17,,,,,,,,
110,pm25,63,110,,,,,,,,
91,pm25,65,91,,,,,,,,
40,pm25,29,40,,,,,,,,
28,pm25,22,28,,,,,,,,
48,pm25,34,48,,,,,,,,
18,pm25,11,18,,,,,,,,
51,pm10,51,45,,,,,,,,
49,pm25,31,49,,,,,,,,
64,pm10,64,63,,,,,,,,
37,pm25,28,37,,,,,,,,
103,pm10,103,64,,,,,,,,
14,pm10,14,13,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
12,pm10,12,10,,,,,,,,
45,pm25,37,45,,,,,,,,
91,pm25,65,91,,,,,,,,
42,pm25,27,42,,,,,,,,
39,pm25,28,39,,,,,,,,
44,pm25,43,44,,,,,,,,
21,pm25,14,21,,,,,,,,
64,pm25,62,64,,,,,,,,
65,pm25,42,65,,,,,,,,
63,pm25,52,63,,,,,,,,
46,pm25,31,46,,,,,,,,
103,pm10,103,64,,,,,,,,
6,pm10,6,4,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
184,pm25,152,184,,,,,,,,
10,pm10,10,8,,,,,,,,
38,pm25,32,38,,,,,,,,
91,pm25,65,91,,,,,,,,
22,pm25,16,22,,,,,,,,
16,pm25,13,16,,,,,,,,
55,pm25,37,55,,,,,,,,
23,pm25,15,23,,,,,,,,
57,pm25,41,57,,,,,,,,
1,pm25,1,1,,,,,,,,
60,pm25,54,60,,,,,,,,
23,pm25,16,23,,,,,,,,
103,pm10,103,64,,,,,,,,
16,pm25,13,16,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
17,pm10,17,13,,,,,,,,
23,pm10,23,18,,,,,,,,
91,pm25,65,91,,,,,,,,
28,pm25,22,28,,,,,,,,
25,pm25,19,25,,,,,,,,
38,pm25,25,38,,,,,,,,
33,pm25,24,33,,,,,,,,
51,pm25,45,51,,,,,,,,
50,pm25,31,50,,,,,,,,
53,pm10,53,52,,,,,,,,
27,pm25,19,27,,,,,,,,
109,pm10,109,52,,,,,,,,
10,pm25,9,10,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
17,pm10,17,13,,,,,,,,
38,pm25,37,38,,,,,,,,
91,pm25,65,91,,,,,,,,
69,pm25,51,69,,,,,,,,
86,pm25,56,86,,,,,,,,
107,pm25,59,107,,,,,,,,
18,pm25,12,18,,,,,,,,
119,pm25,84,119,,,,,,,,
66,pm10,66,28,,,,,,,,
